Wall time,Step,Value
1511211475.6626108,1,2.2820379734039307
1511211478.0871873,601,0.19881130754947662
1511211480.442282,1201,0.042609356343746185
1511211482.7607179,1801,0.011868013069033623
1511211485.097382,2401,0.05739131569862366
1511211487.4126112,3001,0.004964001476764679
1511211489.735882,3601,0.08127505332231522
1511211491.9964063,4201,0.012755884788930416
1511211494.3072877,4801,0.010287588462233543
1511211496.590578,5401,0.001768913702107966
1511211498.9163902,6001,0.0029321489855647087
1511211501.1679454,6601,0.0008373491000384092
1511211503.412619,7201,0.0038760125171393156
1511211505.6531613,7801,0.03281012549996376
1511211507.906994,8401,0.004067449364811182
1511211510.1528983,9001,0.006972773000597954
1511211512.4011886,9601,0.0002710305852815509
1511211514.6527157,10201,0.013741054572165012
1511211516.8948753,10801,0.007083062548190355
1511211519.1295502,11401,0.027044303715229034
1511211521.4283805,12001,0.011296361684799194
1511211523.7072194,12601,0.0012866683537140489
1511211525.9397392,13201,0.00030722765950486064
1511211528.1916869,13801,0.00020969880279153585
1511211530.4307456,14401,0.0015757146757096052
1511211532.6690855,15001,0.0003454241086728871
1511211534.9425318,15601,0.00046466029016301036
1511211537.2790558,16201,6.540231697726995e-05
1511211539.5948913,16801,0.00032228196505457163
1511211541.9224706,17401,0.0002951833012048155
1511211544.2570655,18001,6.516336725326255e-05
1511211546.576845,18601,0.00011016672215191647
1511211548.903679,19201,0.00013535792822949588
1511211551.2091181,19801,0.00017068230954464525
1511211553.5011158,20401,1.886985046439804e-05
1511211555.770321,21001,0.00027243245858699083
1511211558.0685596,21601,0.0002597527636680752
1511211560.3644788,22201,0.000526225776411593
1511211562.7593234,22801,5.397997938416665e-06
1511211565.0919979,23401,0.0001582451513968408
1511211567.39611,24001,0.001142027205787599
1511211569.7740517,24601,0.00011601444566622376
1511211572.3037367,25201,0.00018497036944609135
1511211574.5777512,25801,0.00010899810149567202
1511211576.8555002,26401,0.0003549261891748756
1511211579.2599297,27001,0.00010623136768117547
1511211581.5433567,27601,3.715788625413552e-05
1511211583.9313672,28201,0.0001195636359625496
1511211586.1894517,28801,0.00018880609422922134
1511211588.466633,29401,0.00024349484010599554
1511211590.7161672,30001,1.6242369383689947e-05
1511211592.9877672,30601,1.157244696514681e-05
1511211595.2444997,31201,6.584414950339124e-05
1511211597.4999392,31801,6.394612864824012e-05
1511211599.7670596,32401,9.338263771496713e-05
1511211602.0570023,33001,0.00010538467176957056
1511211604.3079476,33601,0.000635894073639065
1511211606.5669546,34201,3.0031009373487905e-05
1511211608.8428962,34801,0.0005026042927056551
1511211611.1195824,35401,1.4526328413921874e-05
1511211613.4119093,36001,7.84404473961331e-05
1511211615.6770358,36601,4.3054275010945275e-05
1511211617.9673393,37201,4.151674147578888e-06
1511211620.2499173,37801,4.319651998230256e-05
1511211622.5749178,38401,8.21906141936779e-05
1511211625.0451703,39001,2.1092284441692755e-05
1511211627.405661,39601,7.094455213518813e-05
1511211629.7220047,40201,1.167886694020126e-05
1511211632.0122828,40801,9.805193985812366e-05
1511211634.288878,41401,4.1275065996160265e-06
1511211636.571378,42001,3.2741096219979227e-05
1511211638.881897,42601,2.6589434128254652e-05
1511211641.2355726,43201,0.00022551568690687418
1511211643.5374029,43801,1.7646318156039342e-05
1511211645.9215884,44401,1.4268664017436095e-05
1511211648.2033715,45001,5.645088094752282e-05
1511211650.4920647,45601,9.009714267449453e-05
1511211652.7514431,46201,0.00015695401816628873
1511211655.060894,46801,4.4806110963691026e-05
1511211657.3900125,47401,5.077121022623032e-05
1511211659.6683075,48001,3.011117769347038e-06
1511211661.9424055,48601,2.7975775083177723e-05
1511211664.2664375,49201,5.601404154731426e-06
1511211666.5470703,49801,9.655560279497877e-05
1511211668.839758,50401,0.00014152270159684122
1511211671.2979968,51001,7.942407137306873e-06
1511211673.7937582,51601,1.750340379658155e-05
1511211676.2383502,52201,8.227845682995394e-06
1511211678.6548693,52801,3.4808897453331156e-07
1511211680.8948472,53401,2.8575041142175905e-05
1511211683.1374066,54001,2.406944076938089e-05
1511211685.4455578,54601,9.71921908785589e-05
1511211687.8137782,55201,3.281378303654492e-05
1511211690.174078,55801,1.3387869330472313e-05
1511211692.5085108,56401,3.484091575955972e-05
1511211694.8189256,57001,8.805390098132193e-05
1511211697.136814,57601,4.684842167534953e-07
1511211699.5019124,58201,6.675811619061278e-06
1511211701.7882988,58801,4.329899820731953e-05
1511211704.0469801,59401,2.5290195480920374e-05
