Wall time,Step,Value
1511212365.3101685,1,2.2859086990356445
1511212367.749274,601,2.2953155040740967
1511212370.0769427,1201,2.2853851318359375
1511212372.4797263,1801,2.2721474170684814
1511212374.928307,2401,2.2627854347229004
1511212377.2719283,3001,2.243934392929077
1511212379.6168904,3601,2.2320384979248047
1511212381.9830167,4201,2.201315402984619
1511212384.361737,4801,2.1890745162963867
1511212386.6727417,5401,2.189589262008667
1511212388.9488769,6001,2.1820619106292725
1511212391.2467248,6601,2.14813494682312
1511212393.6691093,7201,2.100447177886963
1511212396.2013636,7801,2.0742623805999756
1511212398.9166033,8401,2.1009957790374756
1511212401.40431,9001,2.0871329307556152
1511212403.785399,9601,2.024827003479004
1511212406.2705255,10201,2.0203185081481934
1511212408.6597385,10801,1.9521136283874512
1511212411.0204916,11401,1.8617663383483887
1511212413.4453707,12001,1.820023536682129
1511212415.81053,12601,1.784643292427063
1511212418.2227178,13201,1.7197058200836182
1511212420.589011,13801,1.5831341743469238
1511212422.9957387,14401,1.5928518772125244
1511212425.3587499,15001,1.4578982591629028
1511212427.7594025,15601,1.3635125160217285
1511212430.0929487,16201,1.3495583534240723
1511212432.4209738,16801,1.302277684211731
1511212434.7310607,17401,1.123803973197937
1511212437.040506,18001,0.999877393245697
1511212439.3574564,18601,0.9389532208442688
1511212441.6874087,19201,0.8909584283828735
1511212443.9890313,19801,0.7918346524238586
1511212446.378057,20401,0.8367302417755127
1511212448.675885,21001,0.7410600185394287
1511212450.9910388,21601,0.690930962562561
1511212453.4463918,22201,0.6191728711128235
1511212455.7944863,22801,0.8066617846488953
1511212458.1057236,23401,0.728721022605896
1511212460.4145117,24001,0.6202892065048218
1511212462.71307,24601,0.6339841485023499
1511212465.0220647,25201,0.5322811007499695
1511212467.4609444,25801,0.7009873986244202
1511212469.779639,26401,0.45582011342048645
1511212472.0840063,27001,0.405665785074234
1511212474.3844917,27601,0.5201346278190613
1511212476.685468,28201,0.6048846244812012
1511212478.981786,28801,0.5214146375656128
1511212481.3131235,29401,0.623124897480011
1511212483.6096852,30001,0.3810499906539917
1511212485.914182,30601,0.43507611751556396
1511212488.2162654,31201,0.534946084022522
1511212490.512786,31801,0.4721795618534088
1511212492.8082118,32401,0.44411009550094604
1511212495.104089,33001,0.464445561170578
1511212497.4182203,33601,0.3383857011795044
1511212499.8632195,34201,0.524254322052002
1511212502.2839715,34801,0.4616222679615021
1511212504.5802336,35401,0.4798787832260132
1511212506.8873508,36001,0.3807542026042938
1511212509.2171307,36601,0.3168465197086334
1511212511.6863375,37201,0.29390203952789307
1511212514.1672788,37801,0.5320141911506653
1511212516.554803,38401,0.4261784255504608
1511212518.8525403,39001,0.25648364424705505
1511212521.1879604,39601,0.3021737337112427
1511212523.5325458,40201,0.40654289722442627
1511212525.8356364,40801,0.3391644358634949
1511212528.182753,41401,0.4349355399608612
1511212530.5188732,42001,0.5407472848892212
1511212532.9143984,42601,0.6362795233726501
1511212535.286755,43201,0.5014923214912415
1511212537.6720679,43801,0.26479920744895935
1511212540.0336924,44401,0.35608208179473877
1511212542.3130975,45001,0.4093252420425415
1511212544.6815157,45601,0.33753514289855957
1511212547.089578,46201,0.28266289830207825
1511212549.421899,46801,0.3571515381336212
1511212551.7385037,47401,0.3659520447254181
1511212554.06624,48001,0.2772635519504547
1511212556.4924695,48601,0.30058106780052185
1511212558.8947518,49201,0.4370931386947632
1511212561.212744,49801,0.5086637735366821
1511212563.5416288,50401,0.24589326977729797
1511212565.8561723,51001,0.39847931265830994
1511212568.2020884,51601,0.26177728176116943
1511212570.5232956,52201,0.40845826268196106
1511212572.8385828,52801,0.3216726779937744
1511212575.195955,53401,0.22915996611118317
1511212577.514285,54001,0.3785324990749359
1511212579.830713,54601,0.3818624019622803
1511212582.129364,55201,0.3000686764717102
1511212584.4713902,55801,0.3952084481716156
1511212586.849242,56401,0.5152309536933899
1511212589.2132387,57001,0.24488647282123566
1511212591.5569522,57601,0.32473450899124146
1511212593.9083035,58201,0.2762342691421509
1511212596.2218175,58801,0.28431227803230286
1511212598.5211344,59401,0.32248494029045105
