Wall time,Step,Value
1511211780.0420737,1,2.3014278411865234
1511211782.3686628,601,0.2698693871498108
1511211784.642918,1201,0.22316892445087433
1511211786.9207604,1801,0.21980497241020203
1511211789.1921678,2401,0.09943107515573502
1511211791.4853425,3001,0.18576887249946594
1511211793.7790847,3601,0.0998288169503212
1511211796.058326,4201,0.08735412359237671
1511211798.4148386,4801,0.038680549710989
1511211800.9251146,5401,0.11689278483390808
1511211803.3220215,6001,0.0627051591873169
1511211805.7750378,6601,0.06992854923009872
1511211808.1893754,7201,0.08731689304113388
1511211810.5164797,7801,0.1185828298330307
1511211812.914276,8401,0.09677277505397797
1511211815.314558,9001,0.08350623399019241
1511211817.7005875,9601,0.043291155248880386
1511211820.1049342,10201,0.03552069514989853
1511211822.4792633,10801,0.07668377459049225
1511211824.8569825,11401,0.09978504478931427
1511211827.2821,12001,0.046100083738565445
1511211829.7446578,12601,0.06919292360544205
1511211832.0691583,13201,0.004558412823826075
1511211834.3583477,13801,0.01810471899807453
1511211836.6376185,14401,0.0068459659814834595
1511211838.9237733,15001,0.10264468938112259
1511211841.2074275,15601,0.028103241696953773
1511211843.4927442,16201,0.020964067429304123
1511211845.7739568,16801,0.061633091419935226
1511211848.0585327,17401,0.009210197255015373
1511211850.3434114,18001,0.014420410618185997
1511211852.6319294,18601,0.015474614687263966
1511211854.9170048,19201,0.03450620546936989
1511211857.2062726,19801,0.014723812229931355
1511211859.4869428,20401,0.05442780628800392
1511211861.7800844,21001,0.008040471002459526
1511211864.0636978,21601,0.03636735677719116
1511211866.3431742,22201,0.03597423434257507
1511211868.624991,22801,0.006633658427745104
1511211870.906939,23401,0.05105743929743767
1511211873.189214,24001,0.036610834300518036
1511211875.4734747,24601,0.02042222023010254
1511211877.7587829,25201,0.014009419828653336
1511211880.0415537,25801,0.013922464102506638
1511211882.3203368,26401,0.007046269252896309
1511211884.6063054,27001,0.011426053009927273
1511211886.8950489,27601,0.07871502637863159
1511211889.180443,28201,0.008036291226744652
1511211891.4851608,28801,0.015822816640138626
1511211893.774743,29401,0.024514077231287956
1511211896.0563722,30001,0.014048006385564804
1511211898.346291,30601,0.015269654802978039
1511211900.633849,31201,0.005219872575253248
1511211902.9311666,31801,0.003817170625552535
1511211905.2218401,32401,0.01231092307716608
1511211907.5080078,33001,0.018230674788355827
1511211909.7981112,33601,0.02733628824353218
1511211912.0863416,34201,0.03285698592662811
1511211914.371394,34801,0.014082036912441254
1511211916.66412,35401,0.010900258086621761
1511211918.9489727,36001,0.004811698105186224
1511211921.2431579,36601,0.005045055877417326
1511211923.5284696,37201,0.006644689943641424
1511211925.8117893,37801,0.003422660520300269
1511211928.0988085,38401,0.016045724973082542
1511211930.38912,39001,0.002451445674523711
1511211932.678415,39601,0.05420036241412163
1511211934.9620621,40201,0.008161486126482487
1511211937.2506466,40801,0.00199965201318264
1511211939.5339277,41401,0.0037430329248309135
1511211941.8173213,42001,0.005456570535898209
1511211944.0954192,42601,0.00334185897372663
1511211946.3744762,43201,0.0010062683140859008
1511211948.6543503,43801,0.0020065507851541042
1511211950.9458203,44401,0.0031395128462463617
1511211953.2511196,45001,0.004065748769789934
1511211955.540618,45601,0.017292071133852005
1511211957.8264713,46201,0.008397730998694897
1511211960.1069016,46801,0.006320508662611246
1511211962.3812666,47401,0.004353409633040428
1511211964.659595,48001,0.0034962082281708717
1511211966.938914,48601,0.001840196899138391
1511211969.2194529,49201,0.006531493738293648
1511211971.5051699,49801,0.0015991596737876534
1511211973.785225,50401,0.0012253745226189494
1511211976.0680492,51001,0.008856219239532948
1511211978.3494086,51601,0.061341479420661926
1511211980.6374066,52201,0.004567126743495464
1511211982.926159,52801,0.002212491352111101
1511211985.201497,53401,0.004181757103651762
1511211987.484404,54001,0.007068429607897997
1511211989.7634428,54601,0.0033369422890245914
1511211992.0450604,55201,0.005559712648391724
1511211994.3226106,55801,0.0046529266983270645
1511211996.604386,56401,0.004229740705341101
1511211998.8810842,57001,0.002267373027279973
1511212001.1579235,57601,0.000891288451384753
1511212003.4390066,58201,0.02334241196513176
1511212005.721192,58801,0.0018510131631046534
1511212008.0294828,59401,0.00598318874835968
